"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0005201","GO:0005201","extracellular matrix structural constituent","37/572","167/18369",2.22983814197432e-21,1.6233221673573e-18,1.34025008322877e-18,"3339/2335/64856/1293/2244/3915/7045/3912/2266/7057/11117/2243/80781/1291/7448/255743/1311/80144/4811/4148/4060/375790/1292/4969/2331/3909/1280/3911/10631/2192/1306/27286/3371/3913/1893/1462/4240",37,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0004386","GO:0004386","helicase activity","34/572","153/18369",8.71679333788841e-20,3.17291277499138e-17,2.61962578733383e-17,"4174/9188/57062/1662/23020/55661/1108/79039/4176/51202/4171/4175/4172/6594/1655/54606/8467/4173/92797/8886/5984/57647/79009/56919/23517/5983/54555/5985/11056/57634/5982/3070/1659/57696",34,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0070325","GO:0070325","lipoprotein particle receptor binding","13/572","29/18369",9.7204786957517e-13,2.08545207869737e-10,1.72179458781984e-10,"3339/338/1191/348/4035/335/5649/345/3301/116519/336/9784/22943",13,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005178","GO:0005178","integrin binding","26/572","151/18369",1.14585279049306e-12,2.08545207869737e-10,1.72179458781984e-10,"2335/7045/7057/11117/7448/255743/1311/1490/4323/83706/7060/975/11093/3911/27329/3688/102/2192/3673/3690/4240/5578/3481/3672/977/5771",26,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005539","GO:0005539","glycosaminoglycan binding","32/572","232/18369",1.56190931666772e-12,2.2741399650682e-10,1.87757941014162e-10,"2335/338/7057/57214/7448/348/5104/1311/5046/1490/3698/7060/334/375790/351/3697/462/27329/10631/4057/4192/116519/5621/3026/1462/652/350/9289/9806/2264/3990/5270",32,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0016887","GO:0016887","ATP hydrolysis activity","41/572","376/18369",3.05136387980797e-12,3.70232150750033e-10,3.05671714977254e-10,"4174/9188/57062/3835/1662/23020/55661/1108/79039/4176/51202/4171/4175/4172/1655/54606/8467/6782/23195/4173/92797/8886/5984/57647/79009/56919/23517/3833/54555/5985/11056/23137/27348/5982/10257/1659/4931/54617/29028/64222/57696",41,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0003724","GO:0003724","RNA helicase activity","18/572","76/18369",1.36009765739132e-11,1.41450156368698e-09,1.16784325168488e-09,"9188/57062/1662/23020/55661/79039/51202/1655/54606/8886/57647/79009/56919/23517/54555/11056/1659/57696",18,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008186","GO:0008186","ATP-dependent activity, acting on RNA","18/572","78/18369",2.17773038436653e-11,1.89080338660999e-09,1.56108839467077e-09,"9188/57062/1662/23020/55661/79039/51202/1655/54606/8886/57647/79009/56919/23517/54555/11056/1659/57696",18,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0017116","GO:0017116","single-stranded DNA helicase activity","11/572","23/18369",2.3375316592706e-11,1.89080338660999e-09,1.56108839467077e-09,"4174/4176/4171/4175/4172/4173/92797/5984/5983/5985/5982",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0140098","GO:0140098","catalytic activity, acting on RNA","40/572","396/18369",6.13907658888494e-11,4.46924775670823e-09,3.689908139214e-09,"9188/57062/4839/5394/5442/1662/23020/55661/79039/51202/1655/54606/64216/55695/8886/57647/79009/56919/23517/10436/5393/54555/11056/28987/27292/10556/9692/64425/51251/5558/283459/56915/9412/84172/29063/10799/1659/5440/10569/57696",40,"Upres_DEq_MS_X1H_vs_X3H"
"GO:1901681","GO:1901681","sulfur compound binding","32/572","269/18369",8.35923474181501e-11,5.53229353821939e-09,4.56758185414007e-09,"2335/338/7057/2495/7448/348/4035/5104/1311/2512/5046/1490/7060/334/375790/351/462/27329/10631/4057/4192/3673/116519/5621/2950/29063/652/350/9289/2264/3990/5270",32,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0030515","GO:0030515","snoRNA binding","12/572","33/18369",1.44767306077181e-10,8.78254990201567e-09,7.25106419035707e-09,"9188/55127/9221/92856/8602/705/57647/9136/55813/10885/10607/55272",12,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008201","GO:0008201","heparin binding","24/572","168/18369",4.77951388170713e-10,2.676527773756e-08,2.20979953559091e-08,"2335/338/7057/7448/348/5104/1311/5046/1490/7060/334/351/462/27329/10631/4057/4192/116519/652/350/9289/2264/3990/5270",24,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","24/572","173/18369",8.80362263581638e-10,4.57788377062452e-08,3.7796003947753e-08,"718/1293/5054/7076/727/5345/5104/6906/3699/3698/5265/334/351/259/3697/462/7035/4057/5621/5176/9806/7078/5270/720",24,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005518","GO:0005518","collagen binding","15/572","66/18369",1.29510877727642e-09,6.28559459904825e-08,5.18952359175325e-08,"2335/7045/7057/1291/7448/1311/4811/4060/1690/1292/3688/3673/9902/3672/9289",15,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0030414","GO:0030414","peptidase inhibitor activity","24/572","180/18369",1.99209020293499e-09,8.90306886969328e-08,7.35056727095845e-08,"718/1293/5054/7076/727/5345/5104/6906/3699/3698/5265/334/351/259/3697/462/7035/4057/5621/5176/9806/7078/5270/720",24,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008094","GO:0008094","ATP-dependent activity, acting on DNA","20/572","126/18369",2.07901333495585e-09,8.90306886969328e-08,7.35056727095845e-08,"7153/4174/1108/4176/4171/4175/4172/6594/8467/4173/92797/5984/5983/5928/5985/57634/5982/3070/54617/6944",20,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0061135","GO:0061135","endopeptidase regulator activity","24/572","187/18369",4.32385804655492e-09,1.74876036549555e-07,1.44381458747536e-07,"718/1293/5054/7076/727/5345/5104/6906/3699/3698/5265/334/351/259/3697/462/7035/4057/5621/5176/9806/7078/5270/720",24,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0043394","GO:0043394","proteoglycan binding","11/572","36/18369",7.18694520865167e-09,2.75373479573601e-07,2.27354333193358e-07,"2335/7057/348/4035/1311/4811/375790/1280/3673/6386/3371",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0061134","GO:0061134","peptidase regulator activity","26/572","230/18369",1.46858150131892e-08,5.34563666480086e-07,4.41347388027949e-07,"718/2335/1293/5054/7076/727/5345/5104/6906/3699/3698/5265/334/351/259/3697/462/7035/4057/2192/5621/5176/9806/7078/5270/720",26,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0019843","GO:0019843","rRNA binding","14/572","68/18369",1.80358862635116e-08,6.2524405713507e-07,5.16215090549631e-07,"9188/92856/10436/29997/55272/26284/55299/80135/22868/4869/56342/84154/55168/51335",14,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","16/572","92/18369",2.23844717230127e-08,7.40722518834239e-07,6.11556619800969e-07,"1293/5054/5345/5104/6906/3699/3698/5265/334/351/259/3697/462/7035/5176/5270",16,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","25/572","245/18369",2.07589912645668e-07,6.57067201765418e-06,5.42488970804011e-06,"7153/4174/1786/1108/4176/4171/4175/4172/6594/7150/8467/4173/92797/5984/5983/5928/5985/57634/5424/4913/5982/3070/5426/54617/6944",25,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0004857","GO:0004857","enzyme inhibitor activity","31/572","359/18369",3.2798831854284e-07,9.94897899579949e-06,8.21409341613868e-06,"718/1293/5054/7076/727/5345/5104/6906/3699/3698/5265/345/334/351/259/3697/462/27329/7035/4057/341/81848/5621/336/4869/5176/9806/54984/7078/5270/720",31,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0050750","GO:0050750","low-density lipoprotein particle receptor binding","8/572","24/18369",3.98514976323147e-07,1.160475611053e-05,9.58113900970598e-06,"3339/338/1191/348/3301/116519/9784/22943",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0050840","GO:0050840","extracellular matrix binding","11/572","55/18369",8.36818000231062e-07,2.34309040064697e-05,1.93450638919812e-05,"7045/7057/7448/4811/375790/3688/3673/1893/3690/9289/9806",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0003678","GO:0003678","DNA helicase activity","11/572","58/18369",1.46326779422059e-06,3.94540353404664e-05,3.25741095711485e-05,"4174/4176/4171/4175/4172/4173/92797/5984/5983/5985/5982",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0042393","GO:0042393","histone binding","23/572","241/18369",2.03557049949552e-06,5.29248329868836e-05,4.36958930530806e-05,"29128/1108/4171/8467/55023/8208/5928/6599/7443/115426/4869/9031/79718/6046/23512/9918/54617/29028/6944/4796/11176/22823/7290",23,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0071813","GO:0071813","lipoprotein particle binding","8/572","30/18369",2.68870493170759e-06,6.52459063427709e-05,5.38684391580714e-05,"7057/348/335/5360/949/336/90378/3990",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0071814","GO:0071814","protein-lipid complex binding","8/572","30/18369",2.68870493170759e-06,6.52459063427709e-05,5.38684391580714e-05,"7057/348/335/5360/949/336/90378/3990",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0002020","GO:0002020","protease binding","16/572","138/18369",6.34039947754996e-06,0.000148897123214722,0.000122932702943329,"2335/5054/7076/5345/5104/1311/5660/5265/462/3688/5621/1893/55829/3690/7273/7078",16,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0022889","GO:0022889","serine transmembrane transporter activity","5/572","11/18369",1.13767452154096e-05,0.000258820953650568,0.00021368820782891,"6510/6509/92745/256987/54407",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0015179","GO:0015179","L-amino acid transmembrane transporter activity","10/572","65/18369",3.03657179269856e-05,0.000669886140934713,0.000553072565751476,"6510/6520/6509/81539/92745/256987/8140/54407/6541/6542",10,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008649","GO:0008649","rRNA methyltransferase activity","6/572","23/18369",5.7024430732419e-05,0.00122099369332944,0.00100807894576505,"4839/64216/55695/10436/27292/29063",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0001540","GO:0001540","amyloid-beta binding","11/572","85/18369",6.41980186403947e-05,0.00130538330763872,0.00107775284653226,"3339/1191/348/4035/335/81618/949/3673/9445/5621/9746",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0019838","GO:0019838","growth factor binding","14/572","132/18369",6.45519218063103e-05,0.00130538330763872,0.00107775284653226,"7057/1291/5046/1490/25987/3483/1280/6386/27286/4054/3690/1969/2264/2045",14,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0140102","GO:0140102","catalytic activity, acting on a rRNA","6/572","24/18369",7.40423416279874e-05,0.00145683310013986,0.00120279308875052,"4839/64216/55695/10436/27292/29063",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0015175","GO:0015175","neutral L-amino acid transmembrane transporter activity","8/572","46/18369",7.73062781585864e-05,0.00148102553945923,0.0012227668927577,"6510/6520/6509/81539/92745/256987/8140/54407",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0022858","GO:0022858","alanine transmembrane transporter activity","5/572","16/18369",9.44904290038331e-05,0.00176382134140489,0.00145624925671225,"6520/6509/81539/92745/54407",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0140658","GO:0140658","ATP-dependent chromatin remodeler activity","7/572","36/18369",0.000104110790065759,0.00189481637919681,0.00156440160861969,"1108/6594/8467/57634/3070/54617/6944",7,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0030169","GO:0030169","low-density lipoprotein particle binding","5/572","17/18369",0.000130444850614691,0.00231619149384135,0.00191229806677763,"7057/5360/949/90378/3990",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0034185","GO:0034185","apolipoprotein binding","5/572","18/18369",0.000176009532736678,0.00297988232168143,0.00246025564731073,"4035/5340/949/3931/3990",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0043395","GO:0043395","heparan sulfate proteoglycan binding","5/572","18/18369",0.000176009532736678,0.00297988232168143,0.00246025564731073,"348/4035/1311/375790/3673",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0043236","GO:0043236","laminin binding","6/572","28/18369",0.000186414249184412,0.00308430848650573,0.00254647215991147,"7057/4811/375790/3688/3673/1893",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0015171","GO:0015171","amino acid transmembrane transporter activity","10/572","83/18369",0.000250074578458996,0.0040456509581811,0.00334017741052835,"6510/6520/6509/81539/92745/256987/8140/54407/6541/6542",10,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0015173","GO:0015173","aromatic amino acid transmembrane transporter activity","4/572","11/18369",0.000257871810428401,0.00408110169547556,0.0033694463101743,"6520/92745/8140/6541",4,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0001968","GO:0001968","fibronectin binding","6/572","31/18369",0.000336546463825251,0.00521288990776133,0.00430387527086715,"7057/1490/6385/3688/2192/3690",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008035","GO:0008035","high-density lipoprotein particle binding","4/572","12/18369",0.000377306041012864,0.00572247495536177,0.00472459976794617,"335/5360/949/336",4,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005543","GO:0005543","phospholipid binding","29/572","475/18369",0.000465671431736119,0.00686975959992298,0.00567182292012149,"338/7057/348/5104/335/5660/2934/345/5360/949/341/6386/84557/116519/5538/336/29127/8473/4430/5320/9784/57590/4240/350/85477/2733/65991/56270/285590",29,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0030021","GO:0030021","extracellular matrix structural constituent conferring compression resistance","5/572","22/18369",0.000487956926646987,0.00686975959992298,0.00567182292012149,"3339/4060/4969/2331/1462",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0120020","GO:0120020","cholesterol transfer activity","5/572","22/18369",0.000487956926646987,0.00686975959992298,0.00567182292012149,"338/348/335/5360/336",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008083","GO:0008083","growth factor activity","14/572","160/18369",0.000490697114280213,0.00686975959992298,0.00567182292012149,"7076/1490/7040/7060/9518/4969/51293/27329/4192/6320/22943/652/3481/83729",14,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0120015","GO:0120015","sterol transfer activity","5/572","23/18369",0.000607660397734368,0.00834673150095509,0.0068912430408406,"338/348/335/5360/336",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0001618","GO:0001618","virus receptor activity","9/572","77/18369",0.000633732931720285,0.00854365878319199,0.00705383048756887,"6510/975/949/3688/3673/79581/3690/6541/1969",9,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005044","GO:0005044","scavenger receptor activity","7/572","48/18369",0.00066509040778405,0.00867939736291393,0.00716589921084999,"7448/4035/1755/3959/949/84171/136853",7,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0003899","GO:0003899","DNA-directed 5'-3' RNA polymerase activity","6/572","35/18369",0.000667645950993379,0.00867939736291393,0.00716589921084999,"5442/64425/5558/9412/84172/5440",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0140272","GO:0140272","exogenous protein binding","9/572","78/18369",0.000697006070731752,0.00890211262267922,0.00734977777262845,"6510/975/949/3688/3673/79581/3690/6541/1969",9,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","17/572","230/18369",0.000908042954580845,0.0113975046712906,0.00941002771444034,"6510/6520/6509/81539/92745/256987/56262/8140/54407/79581/6573/6522/6541/10237/6542/10257/51660",17,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0034062","GO:0034062","5'-3' RNA polymerase activity","6/572","39/18369",0.0012079517177938,0.0146564808425647,0.0121007093133378,"5442/64425/5558/9412/84172/5440",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0097747","GO:0097747","RNA polymerase activity","6/572","39/18369",0.0012079517177938,0.0146564808425647,0.0121007093133378,"5442/64425/5558/9412/84172/5440",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0003697","GO:0003697","single-stranded DNA binding","11/572","119/18369",0.00122830683802359,0.014659137345593,0.0121029025800081,"4174/4176/4171/4175/4172/6594/7150/4173/23137/79677/57109",11,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0055102","GO:0055102","lipase inhibitor activity","4/572","16/18369",0.00125623602728567,0.0147506423849027,0.0121784511303925,"345/27329/341/336",4,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0051536","GO:0051536","iron-sulfur cluster binding","8/572","69/18369",0.00132492477985255,0.0150710193708228,0.0124429613371021,"24137/51654/5558/5424/4913/5426/4337/51022",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0051540","GO:0051540","metal cluster binding","8/572","69/18369",0.00132492477985255,0.0150710193708228,0.0124429613371021,"24137/51654/5558/5424/4913/5426/4337/51022",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0008408","GO:0008408","3'-5' exonuclease activity","7/572","54/18369",0.00136243193317191,0.0152592376515254,0.0125983584427719,"5394/5442/5393/5424/56915/57109/5426",7,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0030020","GO:0030020","extracellular matrix structural constituent conferring tensile strength","6/572","41/18369",0.00157957058848715,0.0170973031573202,0.0141159052961681,"1293/80781/1291/1292/1280/1306",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0051539","GO:0051539","4 iron, 4 sulfur cluster binding","6/572","41/18369",0.00157957058848715,0.0170973031573202,0.0141159052961681,"51654/5558/5424/4913/5426/4337",6,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0031491","GO:0031491","nucleosome binding","8/572","71/18369",0.00159700084436507,0.0170973031573202,0.0141159052961681,"1108/6594/8467/5928/6599/53615/8726/7290",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","13/572","162/18369",0.00170525436715027,0.0179916692650057,0.0148543134041617,"6510/6520/6509/81539/92745/256987/8140/54407/6573/6541/6542/10257/51660",13,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity","13/572","163/18369",0.0018018042808317,0.0187387645206497,0.0154711314940586,"6510/6520/6509/81539/92745/256987/8140/54407/6573/6541/6542/10257/51660",13,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0031210","GO:0031210","phosphatidylcholine binding","5/572","30/18369",0.00215052416976286,0.0220504450082727,0.0182053269226774,"5104/5360/341/116519/336",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0031720","GO:0031720","haptoglobin binding","3/572","10/18369",0.00306033048442688,0.0309433415647607,0.0255474957106396,"3046/3043/3040",3,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0035173","GO:0035173","histone kinase activity","4/572","21/18369",0.00365149666037961,0.0364149255994022,0.0300649544783959,"6790/7443/9031/5578",4,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0034511","GO:0034511","U3 snoRNA binding","3/572","11/18369",0.00411125248717631,0.0404458352792481,0.033392961168957,"57647/9136/10607",3,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0038024","GO:0038024","cargo receptor activity","8/572","83/18369",0.00428301526296081,0.0415738014858062,0.0343242345986052,"7448/4035/1755/3959/51293/949/84171/136853",8,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","12/572","161/18369",0.00461180906026845,0.0441762762615188,0.036472894368605,"9221/23481/23560/1655/23246/56919/51042/26284/55759/6632/4869/4931",12,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0015248","GO:0015248","sterol transporter activity","5/572","36/18369",0.0048816655092213,0.0461539284508196,0.0381056870234499,"338/348/335/5360/336",5,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0001054","GO:0001054","RNA polymerase I activity","3/572","12/18369",0.00535590130256412,0.0487387018533335,0.040239732154791,"64425/84172/5440",3,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0004526","GO:0004526","ribonuclease P activity","3/572","12/18369",0.00535590130256412,0.0487387018533335,0.040239732154791,"10556/9692/10799",3,"Upres_DEq_MS_X1H_vs_X3H"
"GO:0097493","GO:0097493","structural molecule activity conferring elasticity","3/572","12/18369",0.00535590130256412,0.0487387018533335,0.040239732154791,"3915/11117/7273",3,"Upres_DEq_MS_X1H_vs_X3H"
