"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0045296","GO:0045296","cadherin binding","84/1410","333/18369",4.32347851945564e-23,4.20674459943034e-20,3.33590500501156e-20,"79026/1500/10397/999/57698/11187/9588/7414/392/10226/9973/5318/2241/831/93663/79180/51474/1495/1399/9798/5586/9101/11315/1192/114990/54874/5052/51031/5216/7430/6282/9124/2060/471/2810/9685/3417/1000/5062/226/3927/7706/58513/23607/28988/23075/85456/27237/128866/5110/4179/55324/29789/5902/51400/5025/5756/29766/23164/822/9748/10652/56904/30844/3939/56061/11313/2023/8496/26136/25978/5663/6811/4301/302/23085/23647/8301/5493/54505/22837/54862/8428/2125",84,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0016853","GO:0016853","isomerase activity","44/1410","154/18369",8.33784367732266e-15,4.05636094901748e-12,3.21665232393553e-12,"4047/130589/7167/2821/3422/5223/4351/23600/58478/5478/10954/1652/2287/283209/10105/2954/55276/7264/5524/5238/9049/2938/60681/84693/51477/11328/5303/4282/2280/10450/5373/2582/128240/5300/53938/55556/6120/26035/78987/150962/51661/10007/6683/11104",44,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","38/1410","133/18369",5.62007808039724e-13,1.82277865740884e-10,1.44544464313375e-10,"55349/622/9563/51084/6697/4190/128/6652/2539/9380/6718/873/50814/127/10327/5226/130/57016/3294/8574/10901/79154/3417/7264/22949/9249/79944/2819/3156/11112/874/7923/197257/56898/3939/2531/51478/10202",38,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","36/1410","123/18369",1.03469323689329e-12,2.51689129874293e-10,1.99586879642838e-10,"622/9563/51084/6697/4190/128/6652/2539/9380/6718/873/50814/127/10327/5226/130/57016/3294/8574/10901/79154/3417/7264/22949/9249/2819/3156/11112/874/7923/197257/56898/3939/2531/51478/10202",36,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0000287","GO:0000287","magnesium ion binding","49/1410","223/18369",1.31439563890712e-11,2.55781391331326e-09,2.0283200069872e-09,"2053/1312/2937/3251/58478/3155/11164/8566/54936/5723/3612/5494/57026/4598/254552/55276/3417/171425/5238/4830/7086/9578/283871/403/159/375/55218/4976/5495/129563/6195/390916/11165/2023/115024/23250/55556/25996/9943/60496/5636/5634/10079/131870/283927/8986/5359/5631/6789",49,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0016791","GO:0016791","phosphatase activity","54/1410","265/18369",2.65355689973776e-11,4.30318477240808e-09,3.41238106580313e-09,"2053/58478/1845/10380/55313/57460/5723/3612/134510/5494/57026/1852/145553/5524/5167/8226/5536/9562/52/283871/9989/5495/29101/25930/403313/3628/51020/818/22978/115024/80895/9647/5796/5528/5777/5537/5747/58497/5446/51205/10454/160760/5531/84064/5525/8776/6305/11266/3635/29085/92579/4952/90673/5534",54,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","60/1410","352/18369",3.68326812170675e-09,5.11974268917238e-07,4.05990305746022e-07,"2053/58478/1845/10380/55313/57460/5723/3612/134510/25939/5494/57026/1852/51573/145553/5524/5167/8226/5536/9562/52/283871/9989/5495/23236/5335/29101/25930/403313/3628/51020/818/22978/115024/80895/9647/5796/5528/27293/5777/5537/284161/5747/58497/5446/51205/10454/160760/5531/84064/5525/8776/6305/11266/3635/29085/92579/4952/90673/5534",60,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0051020","GO:0051020","GTPase binding","53/1410","304/18369",1.36363391911485e-08,1.65851975412343e-06,1.31518902988313e-06,"10397/54662/6653/392/2241/51571/5586/2664/64423/54874/6647/22930/5216/664/10640/5062/22870/9578/3843/27237/23163/26088/5875/5902/10787/10133/23191/55705/128637/23637/5921/2023/23077/10160/4641/4301/64780/60412/149371/5147/23085/4650/5830/23647/4952/10204/1613/7249/23380/8678/55626/8301/79803",53,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0016829","GO:0016829","lyase activity","39/1410","198/18369",3.98511213442281e-08,4.30834900754822e-06,3.41647625091453e-06,"26007/8635/7167/4259/210/2805/79017/4597/10841/3155/1652/2739/112817/11315/435/593/81889/56267/171425/226/1644/377677/51074/87769/51071/51540/80017/51011/3658/403313/55739/1491/2023/151313/347862/55556/5092/883/768",39,"Downres_DEq_MS_X1H_vs_X3H"
"GO:0035091","GO:0035091","phosphatidylinositol binding","48/1410","275/18369",6.29337744220608e-08,6.12345625126651e-06,4.85583754224953e-06,"7429/4137/1800/23265/8723/79792/5216/26060/1687/54828/387680/5007/84936/5306/10043/23163/64342/26088/51028/55204/23236/5756/116985/55704/55915/822/29907/4643/146691/23760/115548/27236/8733/2886/150684/55198/149371/10040/302/5217/9885/51652/9765/51375/23647/64853/8301/57706",48,"Downres_DEq_MS_X1H_vs_X3H"
