"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0030515","GO:0030515","snoRNA binding","14/704","33/18369",5.41067729720268e-12,4.09047203668522e-09,3.72482416039005e-09,"55127/9188/55813/705/9790/8602/92856/10885/9221/283927/55272/4521/4809/163859",14,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0019843","GO:0019843","rRNA binding","17/704","68/18369",4.95257796375818e-10,1.25163707431902e-07,1.139753058486e-07,"9349/9188/6135/29997/1153/4869/92856/55794/22868/6147/26284/10436/84154/23212/51335/6193/55272",17,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","26/704","161/18369",4.96681378698025e-10,1.25163707431902e-07,1.139753058486e-07,"10399/23481/25929/23367/26135/56919/1654/3309/55759/4869/5935/26284/27335/8531/9221/1938/6728/10084/51042/23480/54915/50628/79139/6059/90850/10196",26,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0016887","GO:0016887","ATP hydrolysis activity","38/704","376/18369",5.42854975583365e-08,1.02599590385256e-05,9.34281984293476e-06,"4173/4176/55661/9188/51202/5984/54606/10845/11056/8886/5985/56919/1654/10592/3309/57062/10146/10212/6782/79009/55794/3833/3306/27032/9319/10730/5981/10079/11218/54863/5982/2074/6059/8647/57680/9400/23250/19",38,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0003735","GO:0003735","structural constituent of ribosome","24/704","177/18369",7.6358586668177e-08,1.15454183042284e-05,1.05133717223132e-05,"6157/9349/6135/6168/4736/285855/6206/6143/6217/6147/6156/6166/6158/6173/6146/51121/6165/6227/6161/6193/55272/25873/51187/28977",24,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0004386","GO:0004386","helicase activity","22/704","153/18369",9.24703532424409e-08,1.16512645085476e-05,1.06097563193958e-05,"4173/4176/55661/9188/51202/5984/54606/11056/8886/5985/56919/1654/57062/5983/10146/10212/79009/55794/11218/5982/57680/9400",22,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0001098","GO:0001098","basal transcription machinery binding","13/704","61/18369",4.13995004944782e-07,3.91225279672819e-05,3.56253596360378e-05,"9646/284695/54623/23160/23248/9221/2962/6827/123169/26610/84298/9400/51322",13,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","13/704","61/18369",4.13995004944782e-07,3.91225279672819e-05,3.56253596360378e-05,"9646/284695/54623/23160/23248/9221/2962/6827/123169/26610/84298/9400/51322",13,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0000993","GO:0000993","RNA polymerase II complex binding","10/704","35/18369",4.93625845518414e-07,4.14645710235467e-05,3.77580471308822e-05,"9646/284695/54623/23160/23248/6827/123169/26610/9400/51322",10,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0003724","GO:0003724","RNA helicase activity","14/704","76/18369",9.85510980015656e-07,7.45046300891836e-05,6.78446506242357e-05,"55661/9188/51202/54606/11056/8886/56919/1654/57062/10146/10212/79009/55794/11218",14,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0070063","GO:0070063","RNA polymerase binding","12/704","57/18369",1.32642257343693e-06,8.61609590257469e-05,7.84590186617077e-05,"9646/284695/54623/8106/23160/23248/6827/123169/26610/904/9400/51322",12,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0008186","GO:0008186","ATP-dependent activity, acting on RNA","14/704","78/18369",1.36763427024995e-06,8.61609590257469e-05,7.84590186617077e-05,"55661/9188/51202/54606/11056/8886/56919/1654/57062/10146/10212/79009/55794/11218",14,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","10/704","41/18369",2.4478226384941e-06,0.000142350301130888,0.000129625587495963,"9646/284695/54623/23160/23248/6827/123169/26610/9400/51322",10,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0042393","GO:0042393","histone binding","24/704","241/18369",1.96291273472677e-05,0.00105997287675245,0.00096522175076038,"83743/8805/4678/10360/11137/4869/29128/8520/5928/6599/8208/7443/6772/6046/6601/9918/3014/112869/7259/1163/57680/1164/55274/25842",24,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0003678","GO:0003678","DNA helicase activity","10/704","58/18369",6.328671959964e-05,0.00318965066782186,0.00290452734162558,"4173/4176/5984/5985/1654/5983/10146/5982/57680/9400",10,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0043022","GO:0043022","ribosome binding","11/704","73/18369",9.89181026070264e-05,0.004673880348182,0.00425608152006548,"10399/25929/26135/3309/27335/1938/6728/23480/54915/90850/10196",11,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0043024","GO:0043024","ribosomal small subunit binding","5/704","15/18369",0.000177679287639805,0.00711404627817419,0.0064781206710191,"23367/1654/4869/26284/6059",5,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0017116","GO:0017116","single-stranded DNA helicase activity","6/704","23/18369",0.000179014656886083,0.00711404627817419,0.0064781206710191,"4173/4176/5984/5985/5983/5982",6,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0008408","GO:0008408","3'-5' exonuclease activity","9/704","54/18369",0.000192029795790116,0.00711404627817419,0.0064781206710191,"5394/5073/23016/56915/51010/5424/4848/114034/5883",9,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0017069","GO:0017069","snRNA binding","9/704","54/18369",0.000192029795790116,0.00711404627817419,0.0064781206710191,"8161/9188/25929/6634/51759/10614/114034/904/4809",9,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","22/704","245/18369",0.00019761239661595,0.00711404627817419,0.0064781206710191,"4173/4176/5111/7153/5984/1786/5985/1654/10728/5983/1777/10146/5928/54108/5981/54107/5424/5982/3978/2074/57680/9400",22,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0045296","GO:0045296","cadherin binding","27/704","333/18369",0.000215797432965224,0.00741558451462315,0.00675270436168691,"3054/3898/26156/10399/114990/4627/23367/6624/26135/1654/3309/10190/6147/9208/7458/7112/50848/1938/55971/6772/1265/3069/8826/1266/6286/22837/1969",27,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0003713","GO:0003713","transcription coactivator activity","24/704","282/18369",0.000233191213642899,0.00766489380495791,0.00697972785915131,"10432/57326/3054/6867/8805/23076/4869/22938/3159/6599/11030/87/26292/8896/10084/6601/8031/115098/9325/10413/23568/9112/90390/10629",24,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0008094","GO:0008094","ATP-dependent activity, acting on DNA","14/704","126/18369",0.000339070789660067,0.0104551016553356,0.00952051863351365,"4173/4176/7153/5984/5985/1654/5983/10146/5928/5981/5982/2074/57680/9400",14,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0008139","GO:0008139","nuclear localization sequence binding","6/704","26/18369",0.000370125418272345,0.0104551016553356,0.00952051863351365,"3838/79711/9972/9221/23633/100101267",6,"Downres_DEq_MS_X3H_vs_X5H"
"GO:0000175","GO:0000175","3'-5'-RNA exonuclease activity","7/704","36/18369",0.000372613267941401,0.0104551016553356,0.00952051863351365,"5394/5073/23016/56915/51010/4848/114034",7,"Downres_DEq_MS_X3H_vs_X5H"
