"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-2426168","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","12/346","42/10955",3.83937662605025e-09,1.95813887311315e-06,1.71487919850612e-06,"CYP51A1/SQLE/FDFT1/HMGCS1/MVD/SCD/IDI1/ACACA/FDPS/MVK/HMGCR/NCOA6",12,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-191273","R-HSA-191273","Cholesterol biosynthesis","10/346","27/10955",4.53798116596328e-09,1.95813887311315e-06,1.71487919850612e-06,"CYP51A1/SQLE/FDFT1/HMGCS1/MVD/MSMO1/IDI1/FDPS/MVK/HMGCR",10,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-15869","R-HSA-15869","Metabolism of nucleotides","17/346","99/10955",1.09373042807001e-08,3.14629786474805e-06,2.75543314861145e-06,"GLRX/TXN/UMPS/AMPD2/AK1/PNP/HPRT1/NUDT5/NME1/DCTPP1/AK6/PUDP/UCK2/NME2/ENTPD2/DCTD/ADA",17,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-1655829","R-HSA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)","12/346","55/10955",1.05201120997604e-07,2.2697141855233e-05,1.9877474967442e-05,"CYP51A1/SQLE/FDFT1/HMGCS1/MVD/SCD/IDI1/ACACA/FDPS/MVK/HMGCR/NCOA6",12,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-73887","R-HSA-73887","Death Receptor Signaling","18/346","154/10955",1.65829886924888e-06,0.000254566065069363,0.000222941312093435,"ARHGDIA/UBE2L3/ARHGEF1/SQSTM1/CASP8/CHUK/UBE2D1/TAB1/STUB1/ARHGEF16/ARHGEF40/CASP10/RIPK1/UBE2D2/MYD88/RNF31/BAG4/MCF2",18,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-9748784","R-HSA-9748784","Drug ADME","15/346","110/10955",1.7698683550593e-06,0.000254566065069363,0.000222941312093435,"UGT1A1/SULT1A3/ACY1/CNDP2/PNP/HPRT1/NME1/GGT7/SULT1A1/UGT1A6/SLC22A3/NME2/UGT2B11/ABCB1/ADA",15,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-499943","R-HSA-499943","Interconversion of nucleotide di- and triphosphates","8/346","30/10955",2.90870189182565e-06,0.000358601390377934,0.000314052324561025,"GLRX/TXN/AK1/NME1/DCTPP1/AK6/NME2/DCTD",8,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-166208","R-HSA-166208","mTORC1-mediated signalling","7/346","24/10955",6.42063537630504e-06,0.000692626041218907,0.000606581078971977,"EEF2K/EIF4B/LAMTOR5/AKT1S1/MLST8/RPS6KB1/FKBP1A",7,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-75893","R-HSA-75893","TNF signaling","10/346","57/10955",9.9837438119243e-06,0.000957330101076741,0.000838400942334696,"UBE2L3/CASP8/CHUK/UBE2D1/TAB1/STUB1/RIPK1/UBE2D2/RNF31/BAG4",10,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-5607764","R-HSA-5607764","CLEC7A (Dectin-1) signaling","13/346","101/10955",1.64869371741416e-05,0.00142282267812842,0.00124606535695091,"PSMD9/CASP8/UBE2N/CHUK/PDPK1/PSMA3/UBE2D1/TAB1/UBE2V1/AHCYL1/UBE2D2/PYCARD/CDC34",13,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-174403","R-HSA-174403","Glutathione synthesis and recycling","5/346","12/10955",2.01403095626859e-05,0.00156038444402427,0.0013665378188808,"CNDP2/GCLM/GGCT/GSS/GGT7",5,"Upres_DEq_MS_X1_vs_X1H"
"R-HSA-1614635","R-HSA-1614635","Sulfur amino acid metabolism","7/346","29/10955",2.52642800359301e-05,0.00156038444402427,0.0013665378188808,"GOT1/ENOPH1/ADI1/CTH/MTAP/CBS/APIP",7,"Upres_DEq_MS_X1_vs_X1H"
