"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-72312","R-HSA-72312","rRNA processing","43/243","205/10955",3.01911274141476e-30,1.73450571611108e-27,1.49498054005643e-27,"DDX21/GNL3/EXOSC10/NOP2/UTP4/PES1/DDX47/HEATR1/UTP11/NOC4L/BYSL/UTP14A/NOB1/DCAF13/NOL11/PNO1/RRP1/UTP6/WDR46/RIOK1/UTP15/EMG1/IMP4/TSR1/DIMT1/NOP14/ELAC2/NIP7/BOP1/WDR43/UTP18/RPL30/DDX52/LTV1/RPS23/WDR75/UTP3/KRR1/DDX49/BUD23/NOL12/RRP36/C1D",43,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-8868773","R-HSA-8868773","rRNA processing in the nucleus and cytosol","42/243","195/10955",4.79807943599193e-30,1.73450571611108e-27,1.49498054005643e-27,"DDX21/GNL3/EXOSC10/NOP2/UTP4/PES1/DDX47/HEATR1/UTP11/NOC4L/BYSL/UTP14A/NOB1/DCAF13/NOL11/PNO1/RRP1/UTP6/WDR46/RIOK1/UTP15/EMG1/IMP4/TSR1/DIMT1/NOP14/NIP7/BOP1/WDR43/UTP18/RPL30/DDX52/LTV1/RPS23/WDR75/UTP3/KRR1/DDX49/BUD23/NOL12/RRP36/C1D",42,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-6791226","R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","40/243","185/10955",1.07768324863781e-28,2.59721662921712e-26,2.23855608138099e-26,"DDX21/GNL3/EXOSC10/UTP4/PES1/DDX47/HEATR1/UTP11/NOC4L/BYSL/UTP14A/NOB1/DCAF13/NOL11/PNO1/RRP1/UTP6/WDR46/RIOK1/UTP15/EMG1/IMP4/TSR1/NOP14/NIP7/BOP1/WDR43/UTP18/RPL30/DDX52/LTV1/RPS23/WDR75/UTP3/KRR1/DDX49/BUD23/NOL12/RRP36/C1D",40,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-6790901","R-HSA-6790901","rRNA modification in the nucleus and cytosol","26/243","61/10955",1.57882521372724e-27,2.853726573812e-25,2.45964349085929e-25,"NOP2/UTP4/DDX47/HEATR1/UTP11/NOC4L/UTP14A/DCAF13/NOL11/PNO1/UTP6/WDR46/UTP15/EMG1/IMP4/DIMT1/NOP14/WDR43/UTP18/DDX52/WDR75/UTP3/KRR1/DDX49/BUD23/RRP36",26,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-69190","R-HSA-69190","DNA strand elongation","10/243","32/10955",1.00767025814181e-09,1.45709119327306e-07,1.25587535330516e-07,"MCM5/MCM3/MCM2/RFC2/PCNA/MCM6/MCM7/MCM4/PRIM2/POLD1",10,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-352230","R-HSA-352230","Amino acid transport across the plasma membrane","10/243","33/10955",1.41786064971531e-09,1.70852208290695e-07,1.47258509584468e-07,"SLC3A2/SLC1A5/SLC1A4/SLC38A2/SLC7A2/SLC38A5/SLC7A5/SLC38A1/SLC7A1/SLC43A1",10,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-2514853","R-HSA-2514853","Condensation of Prometaphase Chromosomes","6/243","11/10955",4.71570003079614e-08,4.87064446037944e-06,4.19803671914483e-06,"SMC2/NCAPD2/SMC4/NCAPG/NCAPH/CCNB1",6,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","6/243","12/10955",9.25669163803959e-08,8.36573506787828e-06,7.2104755917361e-06,"MCM5/MCM3/MCM2/MCM6/MCM7/MCM4",6,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-425393","R-HSA-425393","Transport of inorganic cations/anions and amino acids/oligopeptides","13/243","108/10955",7.25472639507088e-07,5.82796353737361e-05,5.02315558582686e-05,"SLC3A2/SLC1A5/SLC1A4/SLC38A2/SLC20A1/SLC7A2/SLC38A5/SLC7A5/SLC38A1/SLC4A2/SLC7A1/SLC43A1/SLC24A5",13,"Upres_DEq_MS_X1_vs_X3"
"R-HSA-983189","R-HSA-983189","Kinesins","9/243","59/10955",5.35686951081857e-06,0.000387301665632182,0.000333817552674167,"KIF4A/KIF22/KIF21A/RACGAP1/KIF11/KIF15/KIF23/KIFC1/KIF2A",9,"Upres_DEq_MS_X1_vs_X3"
