"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","20/116","129/10955",3.17462806867762e-18,1.15556461699866e-15,8.62162149177713e-16,"FN1/A1BG/FGB/FGG/CLU/FGA/PLG/F13A1/LGALS3BP/APOA1/QSOX1/SERPINE1/TLN1/THBS1/ITIH3/TAGLN2/TGFB1/FERMT3/F5/A2M",20,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","20/116","134/10955",6.92071947693103e-18,1.25957094480145e-15,9.3976085528853e-16,"FN1/A1BG/FGB/FGG/CLU/FGA/PLG/F13A1/LGALS3BP/APOA1/QSOX1/SERPINE1/TLN1/THBS1/ITIH3/TAGLN2/TGFB1/FERMT3/F5/A2M",20,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","19/116","125/10955",3.47617157319866e-17,4.21775484214771e-15,3.14685005573774e-15,"FN1/FGG/FGA/C3/NOTUM/APOE/PLG/APOA1/QSOX1/MATN3/BPIFB2/LGALS1/APOB/VWA1/MFGE8/IGFALS/APOA5/F5/VCAN",19,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","17/116","108/10955",9.82740323934688e-16,8.94293694780566e-14,6.6722895677671e-14,"FN1/FGG/FGA/C3/NOTUM/APOE/APOA1/QSOX1/MATN3/BPIFB2/LGALS1/APOB/VWA1/MFGE8/APOA5/F5/VCAN",17,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-166658","R-HSA-166658","Complement cascade","13/116","58/10955",2.24038115245529e-14,1.63099747898745e-12,1.21688071017572e-12,"VTN/CLU/C3/C9/C8B/C5/CPN1/C4BPA/COLEC10/C7/C1S/MASP1/C4BPB",13,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","22/116","300/10955",5.34779694137964e-13,3.24433014443698e-11,2.42058177346657e-11,"FN1/FGB/VTN/FGG/COL18A1/FGA/EMILIN1/COL6A1/PLG/LUM/MATN3/SERPINE1/THBS1/COL6A2/TGFB1/FMOD/COMP/HSPG2/A2M/AGRN/VCAN/LOXL4",22,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","13/116","76/10955",9.25502866524751e-13,4.8126149059287e-11,3.59067277538926e-11,"FN1/VTN/COL6A1/LUM/MATN3/SERPINE1/COL6A2/TGFB1/FMOD/COMP/HSPG2/AGRN/VCAN",13,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","11/116","47/10955",1.46511500352102e-12,6.66627326602064e-11,4.97367988037399e-11,"VTN/CLU/C3/C9/C8B/C5/CPN1/C4BPA/C7/C1S/C4BPB",11,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","20/116","263/10955",3.52668197027138e-12,1.42634693019865e-10,1.06419175243277e-10,"FN1/A1BG/FGB/FGG/CLU/FGA/PLG/F13A1/LGALS3BP/APOA1/QSOX1/SERPINE1/TLN1/THBS1/ITIH3/TAGLN2/TGFB1/FERMT3/F5/A2M",20,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","13/116","85/10955",4.13611793215795e-12,1.5055469273055e-10,1.12328255420711e-10,"FN1/FGB/VTN/FGG/COL18A1/FGA/COL6A1/LUM/THBS1/COL6A2/COMP/HSPG2/AGRN",13,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","9/116","34/10955",5.13642827617609e-11,1.69969081138918e-09,1.268132531343e-09,"ANGPTL8/APOE/PLTP/LCAT/APOA1/PCSK6/APOB/APOA5/ANGPTL3",9,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","11/116","75/10955",3.21667814835186e-10,9.03025622533009e-09,6.73743813225901e-09,"ANGPTL8/APOE/PLTP/LCAT/APOA1/LDLR/PCSK6/APOB/APOA5/A2M/ANGPTL3",11,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-3560782","R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism","9/116","41/10955",3.22509150904646e-10,9.03025622533009e-09,6.73743813225901e-09,"LUM/FMOD/HSPG2/OGN/CHST14/AGRN/VCAN/GPC6/EXT2",9,"Downres_DEq_MS_X3_vs_X3H"
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","8/116","44/10955",1.59814311522972e-08,4.15517209959727e-07,3.10015732127269e-07,"APOE/APOA1/LDLR/APOB/HSPG2/RBP1/AGRN/GPC6",8,"Downres_DEq_MS_X3_vs_X3H"
