"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00100","hsa00100","Steroid biosynthesis","6/64","20/8779",4.22817528125703e-09,6.21541766344784e-07,5.29634587862723e-07,"2222/6307/8435/6713/51478/7108",6,"Upres_DEq_MS_X3_vs_X3H"
"hsa00140","hsa00140","Steroid hormone biosynthesis","6/64","62/8779",5.28307851334845e-06,0.000388306270731111,0.000330887548993929,"54658/3294/54578/51478/1588/10720",6,"Upres_DEq_MS_X3_vs_X3H"
"hsa04977","hsa04977","Vitamin digestion and absorption","4/64","26/8779",3.40461559877792e-05,0.00157465062832251,0.00134180755295652,"337/5948/81693/686",4,"Upres_DEq_MS_X3_vs_X3H"
"hsa04976","hsa04976","Bile secretion","6/64","89/8779",4.28476361448302e-05,0.00157465062832251,0.00134180755295652,"54658/570/54578/3156/10720/115",6,"Upres_DEq_MS_X3_vs_X3H"
"hsa00360","hsa00360","Phenylalanine metabolism","3/64","16/8779",0.000193397381929253,0.00568588302872002,0.00484511335780654,"5053/3242/1644",3,"Upres_DEq_MS_X3_vs_X3H"
"hsa00983","hsa00983","Drug metabolism - other enzymes","5/64","80/8779",0.00027735309041686,0.00679515071521306,0.00579035399291339,"54658/8824/2938/54578/10720",5,"Upres_DEq_MS_X3_vs_X3H"
"hsa04146","hsa04146","Peroxisome","5/64","83/8779",0.000329405069627661,0.00691750646218089,0.00589461703544236,"23600/570/189/5827/255027",5,"Upres_DEq_MS_X3_vs_X3H"
"hsa04913","hsa04913","Ovarian steroidogenesis","4/64","51/8779",0.000496506657724873,0.00912330983569454,0.00777424898279735,"3294/51478/1588/115",4,"Upres_DEq_MS_X3_vs_X3H"
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids","3/64","27/8779",0.000953976665825667,0.0155816188751526,0.0132775699688017,"6319/570/9415",3,"Upres_DEq_MS_X3_vs_X3H"
"hsa00053","hsa00053","Ascorbate and aldarate metabolism","3/64","30/8779",0.00130368701507838,0.0191641991216521,0.0163303952415081,"54658/54578/10720",3,"Upres_DEq_MS_X3_vs_X3H"
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts","4/64","70/8779",0.00164280200450167,0.0219538086056132,0.0187075060799712,"54658/2938/54578/10720",4,"Upres_DEq_MS_X3_vs_X3H"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","4/64","72/8779",0.00182336919454011,0.0223362726331163,0.0190334152763398,"54658/2938/54578/10720",4,"Upres_DEq_MS_X3_vs_X3H"
"hsa00040","hsa00040","Pentose and glucuronate interconversions","3/64","36/8779",0.00222245593999754,0.0251308479368953,0.0214147576404622,"54658/54578/10720",3,"Upres_DEq_MS_X3_vs_X3H"
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","4/64","78/8779",0.00244710600741808,0.0256946130778899,0.0218951590137408,"54658/2938/54578/10720",4,"Upres_DEq_MS_X3_vs_X3H"
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","3/64","40/8779",0.00301228599599509,0.0295204027607519,0.0251552304226959,"189/23464/875",3,"Upres_DEq_MS_X3_vs_X3H"
"hsa00860","hsa00860","Porphyrin metabolism","3/64","46/8779",0.00448679804738334,0.0412224570603344,0.0351269057656985,"54658/54578/10720",3,"Upres_DEq_MS_X3_vs_X3H"
