"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0030684","GO:0030684","preribosome","28/850","76/19518",3.43165637089704e-19,1.91829591133144e-16,1.48464291414598e-16,"27340/55759/10813/705/79050/8602/10199/55813/23195/79954/26156/51154/92856/9277/25879/65083/51096/8780/10436/51077/65095/83732/54663/55720/345630/28987/57050/84946",28,"Upres_DEq_MS_X3_vs_X5"
"GO:0022626","GO:0022626","cytosolic ribosome","26/850","100/19518",9.1818879529947e-14,2.56633768286202e-11,1.98618734141096e-11,"4736/6135/6188/6168/9349/10399/83939/6125/6206/6157/6205/6156/6161/6158/6218/6166/6142/6152/6165/6173/6229/25873/51538/2197/6235/6164",26,"Upres_DEq_MS_X3_vs_X5"
"GO:0032040","GO:0032040","small-subunit processome","16/850","39/19518",2.14439781827217e-12,3.99572793471381e-10,3.09244738003461e-10,"27340/10813/79050/8602/10199/55813/79954/92856/9277/25879/65083/51096/10436/51077/345630/57050",16,"Upres_DEq_MS_X3_vs_X5"
"GO:0098687","GO:0098687","chromosomal region","49/850","390/19518",2.56006099766322e-11,3.57768524423435e-09,2.76890807905154e-09,"4172/10051/4175/4173/4176/7153/4174/5111/4171/9918/64151/1786/8520/3835/9793/55920/51490/10728/2237/5928/147841/64769/6118/51652/6601/6249/80335/54107/55183/79003/6672/983/23468/5001/23332/55135/9682/115426/2146/23122/29082/11016/54820/23063/9894/84148/5515/23157/55274",49,"Upres_DEq_MS_X3_vs_X5"
"GO:0030055","GO:0030055","cell-substrate junction","51/850","432/19518",9.92515257747838e-11,1.10963205816208e-08,8.58786886177603e-09,"3315/4736/6188/6168/54914/9349/1535/4869/9124/6840/3482/6125/10146/2314/6205/87/7094/6156/8773/4627/83692/9656/7791/1072/6218/1265/3693/55612/3685/81848/3611/1266/3987/4162/4267/8826/11078/23332/1969/23122/83543/3159/6235/22823/55740/2037/5782/83706/5595/2316/5817",51,"Upres_DEq_MS_X3_vs_X5"
"GO:0005925","GO:0005925","focal adhesion","50/850","422/19518",1.33724086815996e-10,1.24586274216903e-08,9.64221047041654e-09,"3315/4736/6188/6168/54914/9349/1535/4869/9124/6840/3482/6125/10146/2314/6205/87/7094/6156/8773/4627/83692/9656/7791/1072/6218/1265/3693/55612/3685/81848/3611/1266/3987/4162/4267/8826/11078/23332/1969/23122/83543/3159/6235/22823/55740/2037/5782/5595/2316/5817",50,"Upres_DEq_MS_X3_vs_X5"
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit","17/850","58/19518",2.28865320754509e-10,1.82765306145387e-08,1.41449092977599e-08,"4736/6135/6168/9349/6125/6157/6156/6161/6158/6166/6142/6152/6165/6173/25873/51538/6164",17,"Upres_DEq_MS_X3_vs_X5"
"GO:0035770","GO:0035770","ribonucleoprotein granule","37/850","271/19518",7.10141033899761e-10,4.96211047437458e-08,3.84036795964213e-08,"6780/7150/1965/4076/8662/11030/6606/23367/10146/4904/1654/6158/9898/26058/10658/7812/9908/22868/1153/84271/10084/23049/2926/5563/55833/55643/1981/84324/8826/5685/5436/54915/26995/55095/85441/9960/3191",37,"Upres_DEq_MS_X3_vs_X5"
"GO:0030688","GO:0030688","preribosome, small subunit precursor","9/850","15/19518",2.13593375098443e-09,1.32665218533366e-07,1.02674710135041e-07,"27340/705/79050/8602/8780/83732/55720/28987/84946",9,"Upres_DEq_MS_X3_vs_X5"
"GO:0005844","GO:0005844","polysome","17/850","67/19518",2.70058386736887e-09,1.5096263818592e-07,1.16835786261959e-07,"4736/1965/6135/6188/23367/4733/6156/6161/3069/1938/6142/6152/6173/1981/25873/689/6235",17,"Upres_DEq_MS_X3_vs_X5"
